"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00622508416180134,0.00644446095356555,0.000219376791764203,-15.9841867718715,-16.928043731139,-0.943856959267578
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.0102800344378866,0.0110552794560335,0.000775245018146853,-33.1749982286765,-35.5487394971115,-2.37374126843497
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0106695455023414,0.0115624711727978,0.000892925670456401,-34.4631081509287,-37.2270835647778,-2.76397541384904
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00641294758573299,0.000307776167046067,-0.00610517141868692,-16.7607779422979,-0.634788140958335,16.1259898013395
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00622508416180134,-0.000520237133593879,-0.00674532129539522,-15.9841867718715,1.59569466022367,17.5798814320951
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00381603292808062,-0.000119150759271477,-0.0039351836873521,-6.27284465692446,0.279264746664012,6.55210940358847
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00390498006343125,0.0024625079453396,-0.00144247211809165,-6.33856406483574,-3.71062877971599,2.62793528511975
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.0113813607080981,0.0110552794560335,-0.000326081252064625,-36.6915840605398,-35.5487394971115,1.1428445634283
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0117492239081114,0.0115624711727978,-0.000186752735313656,-37.9058203089626,-37.2270835647778,0.678736744184789
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-0.000263068724632692,0.000307776167046067,0.00057084489167876,0.91297867936737,-0.634788140958335,-1.54776682032571
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",-2.12783584935816e-05,-0.000520237133593879,-0.000498958775100297,0.568449558719294,1.59569466022367,1.02724510150438
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00108103304243128,-0.000119150759271477,-0.00120018380170275,-1.65875700918514,0.279264746664012,1.93802175584915
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00219866179252413,0.0024625079453396,0.000263846152815467,-3.37130443608658,-3.71062877971599,-0.339324343629414
