"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00606314889342666,0.00515073341352001,-0.000912415479906642,-16.3637749686477,-13.976508741529,2.38726622711874
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00695330195505689,0.00637597926599318,-0.000577322689063714,-18.8048372172234,-17.2219567214452,1.58288049577823
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00812147658584084,0.00959934857359118,0.00147787198775035,-26.5264291680196,-31.5885304907461,-5.06210132272645
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00927489198854159,0.0105508617700208,0.0012759697814792,-30.3974109158789,-34.8131080535859,-4.41569713770696
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00606314889342666,0.000896572871527709,-0.00516657602189895,-16.3637749686477,-1.95678720129763,14.4069877673501
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00695330195505689,0.00415786871514243,-0.00279543323991446,-18.8048372172234,-9.56911845901232,9.23571875821108
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00345363975688599,-0.000627549262893615,-0.00408118901977961,-5.66224464423249,1.03924355509389,6.70148819932638
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00363004281997099,-0.00142415873824474,-0.00505420155821573,-5.860280057811,2.44039734037233,8.30067739818332
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00955816193403952,0.00959934857359118,4.11866395516602e-05,-31.303651426615,-31.5885304907461,-0.284879064131019
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0104837672831271,0.0105508617700208,6.70944868937096e-05,-34.4252769096875,-34.8131080535859,-0.387831143898438
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.000119918744050151,0.000896572871527709,0.000776654127477558,-0.0645157261424174,-1.95678720129763,-1.89227147515521
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00262635310792741,0.00415786871514243,0.00153151560721501,-6.4954729159017,-9.56911845901232,-3.07364554311062
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000472350423157034,-0.000627549262893615,-0.00109989968605065,-0.641810707104923,1.03924355509389,1.68105426219881
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.000536822496127465,-0.00142415873824474,-0.0019609812343722,-0.530966843942224,2.44039734037233,2.97136418431455
