"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00343265445884942,0.000729902250189027,-0.0027027522086604,-5.61127832801867,-1.07095440327248,4.54032392474619
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00375729723538266,-5.15757711283121e-05,-0.00380887300651098,-6.15015392363875,0.419515408857478,6.56966933249623
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00343265445884942,0.00365281954871238,0.000220165089862959,-5.61127832801867,-6.01358250790145,-0.402304179882776
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00375729723538266,0.00435708556660068,0.000599788331218015,-6.15015392363875,-7.21232338436221,-1.06216946072345
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00343265445884942,0.00321756545277631,-0.000215089006073116,-5.61127832801867,-5.26886235350321,0.342415974515461
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00375729723538266,0.00392019770306352,0.00016290046768086,-6.15015392363875,-6.45265489439225,-0.302500970753499
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00877296095502067,0.00768640957813177,-0.0010865513768889,-23.7563161046255,-20.7440436682191,3.01227243640642
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00888616828486485,0.00878133314721935,-0.000104835137645504,-23.8118726346911,-23.6152791149416,0.196593519749513
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00859077673030456,0.0102238877800326,0.00163311104972805,-27.9589429741773,-33.3952146299944,-5.43627165581711
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00947935429345334,0.0110368643876465,0.00155751009419311,-30.927162494103,-36.1364698111629,-5.20930731705994
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00877296095502067,0.000944378261490172,-0.0078285826935305,-23.7563161046255,-2.12886521928522,21.6274508853403
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00888616828486485,0.00105056401283851,-0.00783560427202634,-23.8118726346911,-1.78225509537879,22.0296175393123
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00343265445884942,-0.00036808512179197,-0.00380073958064139,-5.61127832801867,0.706061140466772,6.31733946848544
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00375729723538266,2.33631813681134e-05,-0.00373393405401455,-6.15015392363875,0.183281066700147,6.3334349903389
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00990666135097698,0.0102238877800326,0.000317226429055628,-32.3768571481796,-33.3952146299944,-1.01835748181475
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0107025975415589,0.0110368643876465,0.000334266846087589,-35.0556890431035,-36.1364698111629,-1.08078076805941
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-0.000182125805263889,0.000944378261490172,0.00112650406675406,0.739667909807395,-2.12886521928522,-2.86853312909261
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00275832917170962,0.00105056401283851,-0.00170776515887111,-7.03604518817519,-1.78225509537879,5.25379009279641
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000659086356695579,-0.00036808512179197,-0.00102717147848755,-0.953974256989568,0.706061140466772,1.66003539745634
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00172992265727269,2.33631813681134e-05,-0.00170655947590458,-2.60909607980557,0.183281066700147,2.79237714650571
